lag,match_type,lehrkraft_id,gruppe_id,teilnehmer_id,teacher_date,participant_time,teacher_dominante_dimension,participant_dominante_dimension,dominanz_match,teacher_dominante_dimension_wert,participant_dominante_dimension_wert,teacher_polaritaet_gesamt,participant_polaritaet_gesamt,polaritaet_match
3,same_or_following_session,1,1,3,2025-11-04,2025-11-17T15:35:00,regulation,methodik,0,0.45806859948712997,0.71578947368421,1,1,1
0,same_or_following_session,1,1,3,2025-11-11,2025-11-17T15:35:00,regulation,methodik,0,0.43277595901633503,0.71578947368421,1,1,1
1,same_or_following_session,1,1,3,2025-11-11,2025-11-17T17:10:00,regulation,affektiv,0,0.43277595901633503,0.83540540540541,1,1,1
2,same_or_following_session,1,1,3,2025-11-11,2025-11-24T15:35:00,regulation,performanz,0,0.43277595901633503,0.90697674418605,1,1,1
3,same_or_following_session,1,1,3,2025-11-11,2025-11-24T15:35:00,regulation,methodik,0,0.43277595901633503,0.88421052631579,1,1,1
0,same_or_following_session,1,1,3,2025-11-18,2025-11-24T15:35:00,kognition,performanz,0,0.4786767164694025,0.90697674418605,1,1,1
1,same_or_following_session,1,1,3,2025-11-18,2025-11-24T15:35:00,kognition,methodik,0,0.4786767164694025,0.88421052631579,1,1,1
2,same_or_following_session,1,1,3,2025-11-18,2025-11-24T15:35:00,kognition,methodik,0,0.4786767164694025,0.88421052631579,1,1,1
3,same_or_following_session,1,1,3,2025-11-18,2025-12-08T15:35:00,kognition,performanz,0,0.4786767164694025,0.92558139534884,1,1,1
0,same_or_following_session,1,1,3,2025-11-25,2025-12-08T15:35:00,kognition,performanz,0,0.4671616768119875,0.92558139534884,1,1,1
1,same_or_following_session,1,1,3,2025-11-25,2025-12-08T15:35:00,kognition,methodik,0,0.4671616768119875,0.89473684210526,1,1,1
2,same_or_following_session,1,1,3,2025-11-25,2025-12-08T15:35:00,kognition,methodik,0,0.4671616768119875,0.89473684210526,1,1,1
3,same_or_following_session,1,1,3,2025-11-25,2026-01-12T15:35:00,kognition,methodik,0,0.4671616768119875,0.92631578947368,1,1,1
0,same_or_following_session,1,1,3,2025-12-02,2025-12-08T15:35:00,kognition,performanz,0,0.35890863255767796,0.92558139534884,1,1,1
1,same_or_following_session,1,1,3,2025-12-02,2025-12-08T15:35:00,kognition,methodik,0,0.35890863255767796,0.89473684210526,1,1,1
2,same_or_following_session,1,1,3,2025-12-02,2025-12-08T15:35:00,kognition,methodik,0,0.35890863255767796,0.89473684210526,1,1,1
3,same_or_following_session,1,1,3,2025-12-02,2026-01-12T15:35:00,kognition,methodik,0,0.35890863255767796,0.92631578947368,1,1,1
0,same_or_following_session,1,1,3,2025-12-09,2026-01-12T15:35:00,kognition,methodik,0,0.50860205218724,0.92631578947368,1,1,1
1,same_or_following_session,1,1,3,2025-12-09,2026-01-19T15:35:00,kognition,sozial,0,0.50860205218724,0.69473684210526,1,1,1
2,same_or_following_session,1,1,3,2025-12-09,2026-01-19T15:35:00,kognition,sozial,0,0.50860205218724,0.96521739130435,1,1,1
3,same_or_following_session,1,1,3,2025-12-09,2026-02-02T15:35:00,kognition,affektiv,0,0.50860205218724,0.75962162162162,1,1,1
0,same_or_following_session,19,1,3,2026-01-06,2026-01-12T15:35:00,kognition,methodik,0,0.535528727002618,0.92631578947368,1,1,1
1,same_or_following_session,19,1,3,2026-01-06,2026-01-19T15:35:00,kognition,sozial,0,0.535528727002618,0.69473684210526,1,1,1
2,same_or_following_session,19,1,3,2026-01-06,2026-01-19T15:35:00,kognition,sozial,0,0.535528727002618,0.96521739130435,1,1,1
3,same_or_following_session,19,1,3,2026-01-06,2026-02-02T15:35:00,kognition,affektiv,0,0.535528727002618,0.75962162162162,1,1,1
0,same_or_following_session,19,1,3,2026-01-13,2026-01-19T15:35:00,kognition,sozial,0,0.45096103050008,0.69473684210526,1,1,1
1,same_or_following_session,19,1,3,2026-01-13,2026-01-19T15:35:00,kognition,sozial,0,0.45096103050008,0.96521739130435,1,1,1
2,same_or_following_session,19,1,3,2026-01-13,2026-02-02T15:35:00,kognition,affektiv,0,0.45096103050008,0.75962162162162,1,1,1
3,same_or_following_session,19,1,3,2026-01-13,2026-02-02T15:35:00,kognition,methodik,0,0.45096103050008,0.82105263157895,1,1,1
0,same_or_following_session,19,1,3,2026-01-27,2026-02-02T15:35:00,kognition,affektiv,0,0.4607052227900475,0.75962162162162,1,1,1
1,same_or_following_session,19,1,3,2026-01-27,2026-02-02T15:35:00,kognition,methodik,0,0.4607052227900475,0.82105263157895,1,1,1
2,same_or_following_session,19,1,3,2026-01-27,2026-02-02T15:35:00,kognition,methodik,0,0.4607052227900475,0.67368421052632,1,1,1
0,same_or_following_session,1,1,43,2025-11-03,2025-11-03T16:55:09,performanz,methodik,0,0.47379356826992,0.6,1,1,1
1,same_or_following_session,1,1,43,2025-11-03,2025-11-10T17:01:44,performanz,sozial,0,0.47379356826992,0.8,1,1,1
2,same_or_following_session,1,1,43,2025-11-03,2025-11-17T17:10:00,performanz,affektiv,0,0.47379356826992,0.83540540540541,1,1,1
3,same_or_following_session,1,1,43,2025-11-03,2025-11-24T15:35:00,performanz,methodik,0,0.47379356826992,0.88421052631579,1,1,1
0,same_or_following_session,1,1,43,2025-11-10,2025-11-10T17:01:44,kognition,sozial,0,0.478427457127436,0.8,1,1,1
1,same_or_following_session,1,1,43,2025-11-10,2025-11-17T17:10:00,kognition,affektiv,0,0.478427457127436,0.83540540540541,1,1,1
2,same_or_following_session,1,1,43,2025-11-10,2025-11-24T15:35:00,kognition,methodik,0,0.478427457127436,0.88421052631579,1,1,1
3,same_or_following_session,1,1,43,2025-11-10,2025-11-24T15:35:00,kognition,methodik,0,0.478427457127436,0.88421052631579,1,1,1
0,same_or_following_session,1,1,43,2025-11-17,2025-11-17T17:10:00,kognition,affektiv,0,0.532044714044774,0.83540540540541,1,1,1
1,same_or_following_session,1,1,43,2025-11-17,2025-11-24T15:35:00,kognition,methodik,0,0.532044714044774,0.88421052631579,1,1,1
2,same_or_following_session,1,1,43,2025-11-17,2025-11-24T15:35:00,kognition,methodik,0,0.532044714044774,0.88421052631579,1,1,1
3,same_or_following_session,1,1,43,2025-11-17,2025-12-08T15:35:00,kognition,methodik,0,0.532044714044774,0.89473684210526,1,1,1
0,same_or_following_session,1,1,43,2025-11-24,2025-11-24T15:35:00,performanz,methodik,0,0.471199455927195,0.88421052631579,1,1,1
1,same_or_following_session,1,1,43,2025-11-24,2025-11-24T15:35:00,performanz,methodik,0,0.471199455927195,0.88421052631579,1,1,1
2,same_or_following_session,1,1,43,2025-11-24,2025-12-08T15:35:00,performanz,methodik,0,0.471199455927195,0.89473684210526,1,1,1
3,same_or_following_session,1,1,43,2025-11-24,2025-12-08T15:35:00,performanz,methodik,0,0.471199455927195,0.89473684210526,1,1,1
0,same_or_following_session,1,1,43,2025-12-01,2025-12-08T15:35:00,kognition,methodik,0,0.502499978835804,0.89473684210526,1,1,1
1,same_or_following_session,1,1,43,2025-12-01,2025-12-08T15:35:00,kognition,methodik,0,0.502499978835804,0.89473684210526,1,1,1
2,same_or_following_session,1,1,43,2025-12-01,2026-01-12T15:35:00,kognition,methodik,0,0.502499978835804,0.92631578947368,1,1,1
3,same_or_following_session,1,1,43,2025-12-01,2026-01-19T15:35:00,kognition,sozial,0,0.502499978835804,0.96521739130435,1,1,1
0,same_or_following_session,1,1,43,2025-12-08,2025-12-08T15:35:00,regulation,methodik,0,0.444050101477125,0.89473684210526,1,1,1
1,same_or_following_session,1,1,43,2025-12-08,2025-12-08T15:35:00,regulation,methodik,0,0.444050101477125,0.89473684210526,1,1,1
2,same_or_following_session,1,1,43,2025-12-08,2026-01-12T15:35:00,regulation,methodik,0,0.444050101477125,0.92631578947368,1,1,1
3,same_or_following_session,1,1,43,2025-12-08,2026-01-19T15:35:00,regulation,sozial,0,0.444050101477125,0.96521739130435,1,1,1
0,same_or_following_session,12,1,43,2025-12-15,2026-01-12T15:35:00,kognition,methodik,0,0.4846731561336525,0.92631578947368,1,1,1
1,same_or_following_session,12,1,43,2025-12-15,2026-01-19T15:35:00,kognition,sozial,0,0.4846731561336525,0.96521739130435,1,1,1
2,same_or_following_session,12,1,43,2025-12-15,2026-02-02T15:35:00,kognition,methodik,0,0.4846731561336525,0.82105263157895,1,1,1
0,same_or_following_session,24,1,43,2026-01-05,2026-01-12T15:35:00,kognition,methodik,0,0.49679153612579,0.92631578947368,1,1,1
1,same_or_following_session,24,1,43,2026-01-05,2026-01-19T15:35:00,kognition,sozial,0,0.49679153612579,0.96521739130435,1,1,1
2,same_or_following_session,24,1,43,2026-01-05,2026-02-02T15:35:00,kognition,methodik,0,0.49679153612579,0.82105263157895,1,1,1
0,same_or_following_session,1,1,43,2026-01-12,2026-01-12T15:35:00,kognition,methodik,0,0.511010034937202,0.92631578947368,1,1,1
1,same_or_following_session,1,1,43,2026-01-12,2026-01-19T15:35:00,kognition,sozial,0,0.511010034937202,0.96521739130435,1,1,1
2,same_or_following_session,1,1,43,2026-01-12,2026-02-02T15:35:00,kognition,methodik,0,0.511010034937202,0.82105263157895,1,1,1
0,same_or_following_session,1,1,43,2026-01-19,2026-01-19T15:35:00,kognition,sozial,0,0.5455936764267,0.96521739130435,1,1,1
1,same_or_following_session,1,1,43,2026-01-19,2026-02-02T15:35:00,kognition,methodik,0,0.5455936764267,0.82105263157895,1,1,1
0,same_or_following_session,12,1,43,2026-01-26,2026-02-02T15:35:00,kognition,methodik,0,0.498720556580065,0.82105263157895,1,1,1
0,same_or_following_session,1,2,16,2025-09-01,2025-09-08T17:10:00,kognition,methodik,0,0.5071701371009121,0.89473684210526,1,1,1
1,same_or_following_session,1,2,16,2025-09-01,2025-09-15T17:10:00,kognition,sozial,0,0.5071701371009121,0.8,1,1,1
2,same_or_following_session,1,2,16,2025-09-01,2025-09-22T17:10:00,kognition,methodik,0,0.5071701371009121,0.89473684210526,1,1,1
3,same_or_following_session,1,2,16,2025-09-01,2025-09-29T17:10:00,kognition,methodik,0,0.5071701371009121,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-09-08,2025-09-08T17:10:00,kognition,methodik,0,0.49188389727464,0.89473684210526,1,1,1
1,same_or_following_session,1,2,16,2025-09-08,2025-09-15T17:10:00,kognition,sozial,0,0.49188389727464,0.8,1,1,1
2,same_or_following_session,1,2,16,2025-09-08,2025-09-22T17:10:00,kognition,methodik,0,0.49188389727464,0.89473684210526,1,1,1
3,same_or_following_session,1,2,16,2025-09-08,2025-09-29T17:10:00,kognition,methodik,0,0.49188389727464,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-09-15,2025-09-15T17:10:00,kognition,sozial,0,0.4380433424021217,0.8,1,1,1
1,same_or_following_session,1,2,16,2025-09-15,2025-09-22T17:10:00,kognition,methodik,0,0.4380433424021217,0.89473684210526,1,1,1
2,same_or_following_session,1,2,16,2025-09-15,2025-09-29T17:10:00,kognition,methodik,0,0.4380433424021217,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-09-15,2025-10-27T17:10:00,kognition,methodik,0,0.4380433424021217,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-09-22,2025-09-22T17:10:00,kognition,methodik,0,0.53399570879529,0.89473684210526,1,1,1
1,same_or_following_session,1,2,16,2025-09-22,2025-09-29T17:10:00,kognition,methodik,0,0.53399570879529,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-09-22,2025-10-27T17:10:00,kognition,methodik,0,0.53399570879529,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-09-22,2025-11-03T17:10:00,kognition,methodik,0,0.53399570879529,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-09-29,2025-09-29T17:10:00,kognition,methodik,0,0.529160786556656,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-09-29,2025-10-27T17:10:00,kognition,methodik,0,0.529160786556656,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-09-29,2025-11-03T17:10:00,kognition,methodik,0,0.529160786556656,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-09-29,2025-11-10T17:10:00,kognition,methodik,0,0.529160786556656,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-10-20,2025-10-27T17:10:00,kognition,methodik,0,0.5338569932636179,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-10-20,2025-11-03T17:10:00,kognition,methodik,0,0.5338569932636179,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-10-20,2025-11-10T17:10:00,kognition,methodik,0,0.5338569932636179,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-10-20,2025-11-24T18:32:51,kognition,methodik,0,0.5338569932636179,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-10-27,2025-10-27T17:10:00,kognition,methodik,0,0.5159049360712525,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-10-27,2025-11-03T17:10:00,kognition,methodik,0,0.5159049360712525,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-10-27,2025-11-10T17:10:00,kognition,methodik,0,0.5159049360712525,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-10-27,2025-11-24T18:32:51,kognition,methodik,0,0.5159049360712525,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-11-03,2025-11-03T17:10:00,kognition,methodik,0,0.4762644037622925,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-11-03,2025-11-10T17:10:00,kognition,methodik,0,0.4762644037622925,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-11-03,2025-11-24T18:32:51,kognition,methodik,0,0.4762644037622925,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-11-03,2025-12-08T18:25:18,kognition,kognition,1,0.4762644037622925,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-11-10,2025-11-10T17:10:00,kognition,methodik,0,0.491867792348842,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-11-10,2025-11-24T18:32:51,kognition,methodik,0,0.491867792348842,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-11-10,2025-12-08T18:25:18,kognition,kognition,1,0.491867792348842,1.0,1,1,1
3,same_or_following_session,1,2,16,2025-11-10,2026-02-02T17:10:00,kognition,methodik,0,0.491867792348842,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-11-24,2025-11-24T18:32:51,kognition,methodik,0,0.55260200559326,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-11-24,2025-12-08T18:25:18,kognition,kognition,1,0.55260200559326,1.0,1,1,1
2,same_or_following_session,1,2,16,2025-11-24,2026-02-02T17:10:00,kognition,methodik,0,0.55260200559326,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-12-01,2025-12-08T18:25:18,kognition,kognition,1,0.50626452194937,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-12-01,2026-02-02T17:10:00,kognition,methodik,0,0.50626452194937,1.0,1,1,1
0,same_or_following_session,1,2,16,2025-12-08,2025-12-08T18:25:18,regulation,kognition,0,0.453790552203435,1.0,1,1,1
1,same_or_following_session,1,2,16,2025-12-08,2026-02-02T17:10:00,regulation,methodik,0,0.453790552203435,1.0,1,1,1
0,same_or_following_session,19,2,16,2025-12-15,2026-02-02T17:10:00,kognition,methodik,0,0.498168692759062,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-09-01,2025-09-08T17:10:00,kognition,methodik,0,0.48167151675667197,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-09-01,2025-09-15T17:10:00,kognition,methodik,0,0.48167151675667197,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-09-01,2025-09-22T17:10:00,kognition,sozial,0,0.48167151675667197,0.89473684210526,1,1,1
3,same_or_following_session,1,2,20,2025-09-01,2025-09-29T17:10:00,kognition,methodik,0,0.48167151675667197,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-09-08,2025-09-08T17:10:00,kognition,methodik,0,0.532008077306966,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-09-08,2025-09-15T17:10:00,kognition,methodik,0,0.532008077306966,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-09-08,2025-09-22T17:10:00,kognition,sozial,0,0.532008077306966,0.89473684210526,1,1,1
3,same_or_following_session,1,2,20,2025-09-08,2025-09-29T17:10:00,kognition,methodik,0,0.532008077306966,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-09-15,2025-09-15T17:10:00,performanz,methodik,0,0.492115872103294,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-09-15,2025-09-22T17:10:00,performanz,sozial,0,0.492115872103294,0.89473684210526,1,1,1
2,same_or_following_session,1,2,20,2025-09-15,2025-09-29T17:10:00,performanz,methodik,0,0.492115872103294,1.0,1,1,1
3,same_or_following_session,1,2,20,2025-09-15,2025-10-20T17:10:00,performanz,methodik,0,0.492115872103294,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-09-22,2025-09-22T17:10:00,kognition,sozial,0,0.51163337607565,0.89473684210526,1,1,1
1,same_or_following_session,1,2,20,2025-09-22,2025-09-29T17:10:00,kognition,methodik,0,0.51163337607565,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-09-22,2025-10-20T17:10:00,kognition,methodik,0,0.51163337607565,1.0,1,1,1
3,same_or_following_session,1,2,20,2025-09-22,2025-10-27T17:10:00,kognition,methodik,0,0.51163337607565,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-09-29,2025-09-29T17:10:00,performanz,methodik,0,0.301392093428258,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-09-29,2025-10-20T17:10:00,performanz,methodik,0,0.301392093428258,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-09-29,2025-10-27T17:10:00,performanz,methodik,0,0.301392093428258,1.0,1,1,1
3,same_or_following_session,1,2,20,2025-09-29,2025-11-03T17:10:00,performanz,methodik,0,0.301392093428258,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-10-20,2025-10-20T17:10:00,regulation,methodik,0,0.43287311712001497,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-10-20,2025-10-27T17:10:00,regulation,methodik,0,0.43287311712001497,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-10-20,2025-11-03T17:10:00,regulation,methodik,0,0.43287311712001497,1.0,1,1,1
3,same_or_following_session,1,2,20,2025-10-20,2025-11-10T17:10:00,regulation,methodik,0,0.43287311712001497,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-10-27,2025-10-27T17:10:00,kognition,methodik,0,0.5034876483553481,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-10-27,2025-11-03T17:10:00,kognition,methodik,0,0.5034876483553481,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-10-27,2025-11-10T17:10:00,kognition,methodik,0,0.5034876483553481,1.0,1,1,1
3,same_or_following_session,1,2,20,2025-10-27,2025-11-17T17:10:00,kognition,methodik,0,0.5034876483553481,0.77894736842105,1,1,1
0,same_or_following_session,1,2,20,2025-11-03,2025-11-03T17:10:00,kognition,methodik,0,0.45248862985501603,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-11-03,2025-11-10T17:10:00,kognition,methodik,0,0.45248862985501603,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-11-03,2025-11-17T17:10:00,kognition,methodik,0,0.45248862985501603,0.77894736842105,1,1,1
3,same_or_following_session,1,2,20,2025-11-03,2025-11-24T17:10:00,kognition,kognition,1,0.45248862985501603,1.0,1,1,1
0,same_or_following_session,1,2,20,2025-11-10,2025-11-10T17:10:00,performanz,methodik,0,0.45715900353767003,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-11-10,2025-11-17T17:10:00,performanz,methodik,0,0.45715900353767003,0.77894736842105,1,1,1
2,same_or_following_session,1,2,20,2025-11-10,2025-11-24T17:10:00,performanz,kognition,0,0.45715900353767003,1.0,1,1,1
3,same_or_following_session,1,2,20,2025-11-10,2025-12-08T17:10:00,performanz,methodik,0,0.45715900353767003,0.92631578947368,1,1,1
0,same_or_following_session,1,2,20,2025-11-17,2025-11-17T17:10:00,kognition,methodik,0,0.52556564887034,0.77894736842105,1,1,1
1,same_or_following_session,1,2,20,2025-11-17,2025-11-24T17:10:00,kognition,kognition,1,0.52556564887034,1.0,1,1,1
2,same_or_following_session,1,2,20,2025-11-17,2025-12-08T17:10:00,kognition,methodik,0,0.52556564887034,0.92631578947368,1,1,1
0,same_or_following_session,1,2,20,2025-11-24,2025-11-24T17:10:00,kognition,kognition,1,0.5084966077113975,1.0,1,1,1
1,same_or_following_session,1,2,20,2025-11-24,2025-12-08T17:10:00,kognition,methodik,0,0.5084966077113975,0.92631578947368,1,1,1
0,same_or_following_session,1,2,20,2025-12-01,2025-12-08T17:10:00,performanz,methodik,0,0.53043284103464,0.92631578947368,1,1,1
0,same_or_following_session,1,2,20,2025-12-08,2025-12-08T17:10:00,performanz,methodik,0,0.5005447111933561,0.92631578947368,1,1,1
0,same_or_following_session,1,2,21,2025-09-01,2025-09-08T17:10:00,kognition,methodik,0,0.49778149094095747,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-09-01,2025-09-15T17:10:00,kognition,methodik,0,0.49778149094095747,1.0,1,1,1
2,same_or_following_session,1,2,21,2025-09-01,2025-09-22T17:10:00,kognition,methodik,0,0.49778149094095747,0.89473684210526,1,1,1
3,same_or_following_session,1,2,21,2025-09-01,2025-09-29T17:10:00,kognition,sozial,0,0.49778149094095747,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-09-08,2025-09-08T17:10:00,performanz,methodik,0,0.5061058321779875,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-09-08,2025-09-15T17:10:00,performanz,methodik,0,0.5061058321779875,1.0,1,1,1
2,same_or_following_session,1,2,21,2025-09-08,2025-09-22T17:10:00,performanz,methodik,0,0.5061058321779875,0.89473684210526,1,1,1
3,same_or_following_session,1,2,21,2025-09-08,2025-09-29T17:10:00,performanz,sozial,0,0.5061058321779875,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-09-15,2025-09-15T17:10:00,performanz,methodik,0,0.4700528062013675,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-09-15,2025-09-22T17:10:00,performanz,methodik,0,0.4700528062013675,0.89473684210526,1,1,1
2,same_or_following_session,1,2,21,2025-09-15,2025-09-29T17:10:00,performanz,sozial,0,0.4700528062013675,1.0,1,1,1
3,same_or_following_session,1,2,21,2025-09-15,2025-10-20T17:10:00,performanz,methodik,0,0.4700528062013675,0.82105263157895,1,1,1
0,same_or_following_session,1,2,21,2025-09-22,2025-09-22T17:10:00,performanz,methodik,0,0.4593378653796475,0.89473684210526,1,1,1
1,same_or_following_session,1,2,21,2025-09-22,2025-09-29T17:10:00,performanz,sozial,0,0.4593378653796475,1.0,1,1,1
2,same_or_following_session,1,2,21,2025-09-22,2025-10-20T17:10:00,performanz,methodik,0,0.4593378653796475,0.82105263157895,1,1,1
3,same_or_following_session,1,2,21,2025-09-22,2025-10-20T17:10:00,performanz,methodik,0,0.4593378653796475,0.82105263157895,1,1,1
0,same_or_following_session,1,2,21,2025-09-29,2025-09-29T17:10:00,kognition,sozial,0,0.5043086522954325,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-09-29,2025-10-20T17:10:00,kognition,methodik,0,0.5043086522954325,0.82105263157895,1,1,1
2,same_or_following_session,1,2,21,2025-09-29,2025-10-20T17:10:00,kognition,methodik,0,0.5043086522954325,0.82105263157895,1,1,1
3,same_or_following_session,1,2,21,2025-09-29,2025-10-27T17:10:00,kognition,methodik,0,0.5043086522954325,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-10-20,2025-10-20T17:10:00,kognition,methodik,0,0.506736202218324,0.82105263157895,1,1,1
1,same_or_following_session,1,2,21,2025-10-20,2025-10-20T17:10:00,kognition,methodik,0,0.506736202218324,0.82105263157895,1,1,1
2,same_or_following_session,1,2,21,2025-10-20,2025-10-27T17:10:00,kognition,methodik,0,0.506736202218324,1.0,1,1,1
3,same_or_following_session,1,2,21,2025-10-20,2025-11-03T17:10:00,kognition,methodik,0,0.506736202218324,0.88421052631579,1,1,1
0,same_or_following_session,1,2,21,2025-10-27,2025-10-27T17:10:00,kognition,methodik,0,0.53951472615176,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-10-27,2025-11-03T17:10:00,kognition,methodik,0,0.53951472615176,0.88421052631579,1,1,1
2,same_or_following_session,1,2,21,2025-10-27,2025-11-03T17:10:00,kognition,methodik,0,0.53951472615176,0.88421052631579,1,1,1
3,same_or_following_session,1,2,21,2025-10-27,2025-11-10T17:10:00,kognition,methodik,0,0.53951472615176,0.88421052631579,1,1,1
0,same_or_following_session,1,2,21,2025-11-03,2025-11-03T17:10:00,kognition,methodik,0,0.529715664753612,0.88421052631579,1,1,1
1,same_or_following_session,1,2,21,2025-11-03,2025-11-03T17:10:00,kognition,methodik,0,0.529715664753612,0.88421052631579,1,1,1
2,same_or_following_session,1,2,21,2025-11-03,2025-11-10T17:10:00,kognition,methodik,0,0.529715664753612,0.88421052631579,1,1,1
3,same_or_following_session,1,2,21,2025-11-03,2025-11-17T17:10:00,kognition,sozial,0,0.529715664753612,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-11-10,2025-11-10T17:10:00,kognition,methodik,0,0.32228215119582504,0.88421052631579,1,1,1
1,same_or_following_session,1,2,21,2025-11-10,2025-11-17T17:10:00,kognition,sozial,0,0.32228215119582504,1.0,1,1,1
2,same_or_following_session,1,2,21,2025-11-10,2025-11-24T17:10:00,kognition,methodik,0,0.32228215119582504,1.0,1,1,1
3,same_or_following_session,1,2,21,2025-11-10,2025-12-08T17:10:00,kognition,sozial,0,0.32228215119582504,0.98285714285714,1,1,1
0,same_or_following_session,1,2,21,2025-11-17,2025-11-17T17:10:00,kognition,sozial,0,0.5042816765676825,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-11-17,2025-11-24T17:10:00,kognition,methodik,0,0.5042816765676825,1.0,1,1,1
2,same_or_following_session,1,2,21,2025-11-17,2025-12-08T17:10:00,kognition,sozial,0,0.5042816765676825,0.98285714285714,1,1,1
3,same_or_following_session,1,2,21,2025-11-17,2026-02-02T17:10:00,kognition,sozial,0,0.5042816765676825,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-11-24,2025-11-24T17:10:00,kognition,methodik,0,0.5070172688432975,1.0,1,1,1
1,same_or_following_session,1,2,21,2025-11-24,2025-12-08T17:10:00,kognition,sozial,0,0.5070172688432975,0.98285714285714,1,1,1
2,same_or_following_session,1,2,21,2025-11-24,2026-02-02T17:10:00,kognition,sozial,0,0.5070172688432975,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-12-01,2025-12-08T17:10:00,performanz,sozial,0,0.46760270535588,0.98285714285714,1,1,1
1,same_or_following_session,1,2,21,2025-12-01,2026-02-02T17:10:00,performanz,sozial,0,0.46760270535588,1.0,1,1,1
0,same_or_following_session,1,2,21,2025-12-08,2025-12-08T17:10:00,kognition,sozial,0,0.5460720900956619,0.98285714285714,1,1,1
1,same_or_following_session,1,2,21,2025-12-08,2026-02-02T17:10:00,kognition,sozial,0,0.5460720900956619,1.0,1,1,1
0,same_or_following_session,1,2,22,2025-10-07,2025-10-20T17:10:00,performanz,methodik,0,0.49786213924003997,1.0,1,1,1
1,same_or_following_session,1,2,22,2025-10-07,2025-10-20T17:10:00,performanz,methodik,0,0.49786213924003997,0.82105263157895,1,1,1
2,same_or_following_session,1,2,22,2025-10-07,2025-10-20T17:10:00,performanz,methodik,0,0.49786213924003997,0.82105263157895,1,1,1
3,same_or_following_session,1,2,22,2025-10-07,2025-10-20T17:10:00,performanz,methodik,0,0.49786213924003997,0.77894736842105,1,1,1
0,same_or_following_session,1,2,23,2025-09-01,2025-09-15T17:10:00,performanz,sozial,0,0.502388251243845,0.68571428571429,1,1,1
